postTitle,postDescription,text,likesCount,facebookUrl
"'प्रतिनिधिसभा नियमावली मस्यौदा समितिको प्रतिवेदन, २०८३' सदनबाट जबरजस्ती पास गर्न खोजेपछि प्रतिपक्षीद्वारा सदन अवरोध । #News 

तस्बिर : नेपाल फोटो लाइब्रेरी",,"Even if Harke says 2 + 2 = 4
Xetry bahun and ghantey still say,
 “no no , that’s wrong.”",15,https://www.facebook.com/share/p/1DPnFc6kSy/
"'प्रतिनिधिसभा नियमावली मस्यौदा समितिको प्रतिवेदन, २०८३' सदनबाट जबरजस्ती पास गर्न खोजेपछि प्रतिपक्षीद्वारा सदन अवरोध । #News 

तस्बिर : नेपाल फोटो लाइब्रेरी",,Dhanpati Chaulagain Dada Nepali ma Bhannu ta,0,https://www.facebook.com/share/p/1DPnFc6kSy/
"'प्रतिनिधिसभा नियमावली मस्यौदा समितिको प्रतिवेदन, २०८३' सदनबाट जबरजस्ती पास गर्न खोजेपछि प्रतिपक्षीद्वारा सदन अवरोध । #News 

तस्बिर : नेपाल फोटो लाइब्रेरी",,Lalit Panday Badar ley Pani yesto hamro samsad bata nei sikeko horey bidangsha machauna,0,https://www.facebook.com/share/p/1DPnFc6kSy/
"'प्रतिनिधिसभा नियमावली मस्यौदा समितिको प्रतिवेदन, २०८३' सदनबाट जबरजस्ती पास गर्न खोजेपछि प्रतिपक्षीद्वारा सदन अवरोध । #News 

तस्बिर : नेपाल फोटो लाइब्रेरी",,"ᤖᤠᤈᤏ ᤗᤡᤔᤷᤒᤢ kinaki tero harke le 2+2=5 vanxa
u sabai vanda thulo manxe ho ni tw",6,https://www.facebook.com/share/p/1DPnFc6kSy/
"'प्रतिनिधिसभा नियमावली मस्यौदा समितिको प्रतिवेदन, २०८३' सदनबाट जबरजस्ती पास गर्न खोजेपछि प्रतिपक्षीद्वारा सदन अवरोध । #News 

तस्बिर : नेपाल फोटो लाइब्रेरी",,ᤖᤠᤈᤏ ᤗᤡᤔᤷᤒᤢ teti pdeko xa harke le?,3,https://www.facebook.com/share/p/1DPnFc6kSy/
"'प्रतिनिधिसभा नियमावली मस्यौदा समितिको प्रतिवेदन, २०८३' सदनबाट जबरजस्ती पास गर्न खोजेपछि प्रतिपक्षीद्वारा सदन अवरोध । #News 

तस्बिर : नेपाल फोटो लाइब्रेरी",,ᤖᤠᤈᤏ ᤗᤡᤔᤷᤒᤢ tyo chai ho harkale yesto harkat dekhai sakyo ki aba usle sahi vanex vane pani patyauna garo xa malai,0,https://www.facebook.com/share/p/1DPnFc6kSy/
"'प्रतिनिधिसभा नियमावली मस्यौदा समितिको प्रतिवेदन, २०८३' सदनबाट जबरजस्ती पास गर्न खोजेपछि प्रतिपक्षीद्वारा सदन अवरोध । #News 

तस्बिर : नेपाल फोटो लाइब्रेरी",,ᤖᤠᤈᤏ ᤗᤡᤔᤷᤒᤢ Tero baule vanek mg sala harkeko ko gulla kha gayera,0,https://www.facebook.com/share/p/1DPnFc6kSy/
"'प्रतिनिधिसभा नियमावली मस्यौदा समितिको प्रतिवेदन, २०८३' सदनबाट जबरजस्ती पास गर्न खोजेपछि प्रतिपक्षीद्वारा सदन अवरोध । #News 

तस्बिर : नेपाल फोटो लाइब्रेरी",,ᤖᤠᤈᤏ ᤗᤡᤔᤷᤒᤢ Aru chij ta xoto hunxa thaxa tra bhotey ko dimag ni xoto huney raicha,0,https://www.facebook.com/share/p/1DPnFc6kSy/
"'प्रतिनिधिसभा नियमावली मस्यौदा समितिको प्रतिवेदन, २०८३' सदनबाट जबरजस्ती पास गर्न खोजेपछि प्रतिपक्षीद्वारा सदन अवरोध । #News 

तस्बिर : नेपाल फोटो लाइब्रेरी",,ᤖᤠᤈᤏ ᤗᤡᤔᤷᤒᤢ afno identity nai lukaune ko k kura garnuu fake id bata bolera chumchum,0,https://www.facebook.com/share/p/1DPnFc6kSy/
"'प्रतिनिधिसभा नियमावली मस्यौदा समितिको प्रतिवेदन, २०८३' सदनबाट जबरजस्ती पास गर्न खोजेपछि प्रतिपक्षीद्वारा सदन अवरोध । #News 

तस्बिर : नेपाल फोटो लाइब्रेरी",,ᤖᤠᤈᤏ ᤗᤡᤔᤷᤒᤢ ta randiko xoro madarchut tero papa lai gayarw bhaan mg khate,0,https://www.facebook.com/share/p/1DPnFc6kSy/
