"post_url","id","text","author_name","author_profile_url","comment_time","reactions_count","replies_count"
"https://www.facebook.com/share/p/1Ewe6gMpxb/","27229296873392294","So politics in Nepal is officially a family business now. Dad is the Chairman, Mom is the Vice-Chair, and the kid is the Youth Wing leader. Next up: Board meetings during Dashain dinner.","Kapil Regmi","https://www.facebook.com/kapil.regmi.298370","2026-06-05T03:22:03.000Z","184","0"
"https://www.facebook.com/share/p/1Ewe6gMpxb/","2039035186685787","Bro is playing his last card to save his party 🤣","Ra Ncho","https://www.facebook.com/hancy.devill","2026-06-05T03:02:06.000Z","287","3"
"https://www.facebook.com/share/p/1Ewe6gMpxb/","2777208602638062","A Men with zero haters 😄","Khageshwar Panta","https://www.facebook.com/khagendra.panta1","2026-06-05T03:00:59.000Z","107","6"
"https://www.facebook.com/share/p/1Ewe6gMpxb/","1015550321044254","आफ्नो बतासे अण्डाबाट चल्ला ननिस्किएपछि अरूको चल्ला विगार्दै 😂😂","Moments","https://www.facebook.com/moments2332","2026-06-05T03:03:18.000Z","1","28"
"https://www.facebook.com/share/p/1Ewe6gMpxb/","1531846628334177","काहाँ से आते हे यसें लोग😁","Ramesh Bhattarai","https://www.facebook.com/ramesh.bhattarai.5099","2026-06-05T03:19:19.000Z","9","0"
"https://www.facebook.com/share/p/1Ewe6gMpxb/","1541352227350613","मतलब वो अलग ही लेवलका बंदा था😂😂","Pawan Sapkota","https://www.facebook.com/pawan.sapkota.33","2026-06-05T03:17:33.000Z","20","0"
"https://www.facebook.com/share/p/1Ewe6gMpxb/","2937301019955936","When I saw this post, I remembered sitting next to the speakers at an underground rave. A guy dressed as a giant banana leaned over and gave me a speech with the intensity of a movie monologue. I didn't hear a syllable, but I still aggressively nodded like he just explained the secrets of the universe.","Santos Gautam","https://www.facebook.com/people/Santos-Gautam/100005981944369/","2026-06-05T03:14:14.000Z","6","0"
"https://www.facebook.com/share/p/1Ewe6gMpxb/","4090616301228447","He still searching. His core area 🤣","선뎄","https://www.facebook.com/pfbid02qaxpruw96iDJAJJ3V6UUS9nv6RGaNvwDQVCBbywjVVdgdqH9EkP17a3bGTFUtnPql","2026-06-05T03:07:47.000Z","36","0"
"https://www.facebook.com/share/p/1Ewe6gMpxb/","2368227883673526","A man with ……….haters 😁

Please complete this sentence 😉","Poudel Keshav","https://www.facebook.com/keshave.piudel","2026-06-05T03:14:07.000Z","23","4"
"https://www.facebook.com/share/p/1Ewe6gMpxb/","2081027709501915","creating his new core area after losing from old core area  😂","Jayesh Bajracharya","https://www.facebook.com/pfbid0emYxgaEyD6to71QTo81ujYeRz5XT9ASPD28UnC14Kx7CL1S571TRQBf24KeY6bnQl","2026-06-05T04:11:22.000Z","3","0"
"https://www.facebook.com/share/p/1Ewe6gMpxb/","1520280356438925","Harkey be like: तेस्ता नाथे अभियान...😎","अमित श्रेष्ठ","https://www.facebook.com/amita.srestha.2025","2026-06-05T04:03:09.000Z","8","0"
"https://www.facebook.com/share/p/1Ewe6gMpxb/","1559269645595506","Sorry dad, aap ki beti hat se nikalchuki haee!!!🤭🤭🤭","Urmila Thapa","https://www.facebook.com/profile.php?id=100006633601733","2026-06-05T03:37:48.000Z","33","3"
"https://www.facebook.com/share/p/1Ewe6gMpxb/","3978899005573981","Life is amazing. One minute you're young and full of energy, and the next minute you're standing in the kitchen wondering why you went there in the first place. I spend half my day looking for my phone while talking to someone on it, and the other half trying to remember passwords I personally created. At this point, my brain has more loading screens than my laptop. Still, I wake up every day ready to make new mistakes—because repeating the old ones would be boring!"" 😄","Rakesh Yadav","https://www.facebook.com/pfbid0dueEjxKxwmaN2izeksBy7fAQoTBtvRjF7YejRxpeUuyHu31UHRFY33pqfjZCz2E1l","2026-06-05T07:36:33.000Z","3","1"
"https://www.facebook.com/share/p/1Ewe6gMpxb/","2408928026257620","जसको छोराछोरी छैन उसैले छोराछोरीलाई पार्टीमा जोड्छु रे🤣
अब संसार छोड्छु भन्नु नि 🤣😆","No Chill Nepal","https://www.facebook.com/profile.php?id=61582882719633","2026-06-05T02:55:23.000Z","102","0"
"https://www.facebook.com/share/p/1Ewe6gMpxb/","1379368844246803","Everything is temporary but kp oli is pregnant","Niraj Chaudhary","https://www.facebook.com/niraj.chaudhary.1023","2026-06-05T03:16:27.000Z","16","1"
"https://www.facebook.com/share/p/1Ewe6gMpxb/","1041797658508329","Extra Player planning to big run chase 😃","Manoj Pandey","https://www.facebook.com/manoj.pandey.211782","2026-06-05T04:54:23.000Z","2","0"
"https://www.facebook.com/share/p/1Ewe6gMpxb/","1328746509404096","तो दिन  गए अब 😎","Dilip Katuwal","https://www.facebook.com/dilip.katuwal.232054","2026-06-05T03:04:06.000Z","3","0"
"https://www.facebook.com/share/p/1Ewe6gMpxb/","1009877915118948","मोबाइल बनाउने कम्पनी लाई मेरो एउटै अनुरोध छ ! कि कृपया मोबाइल भित्रबाट नै हात छिराएर गाला फुट्ने गरी चड्काउन मिल्ने प्रबिधी को विकास गराई दिनु पर्यो  ! 😒🙄","Ganesh Karki","https://www.facebook.com/Ganeeshkarki","2026-06-05T02:56:04.000Z","44","2"
"https://www.facebook.com/share/p/1Ewe6gMpxb/","1332138638343971","हाम्रो पनि आफ्नै नयाँ अभियान हुनेछ
बाउआमा लाई एमाले बाट निकाल्ने😂","Bishal Chattri","https://www.facebook.com/bishal.chattri.81082","2026-06-05T03:05:25.000Z","43","2"
"https://www.facebook.com/share/p/1Ewe6gMpxb/","1367018051971293","Don’t disturb just seat down 😏","Saugat Khanal","https://www.facebook.com/saugat.khanal51","2026-06-05T05:11:30.000Z","3","0"
"https://www.facebook.com/share/p/1Ewe6gMpxb/","1006999918481500","मतलब,व अलगी लेबल का बन्दा था!🔊😃","Arjun Spk","https://www.facebook.com/profile.php?id=100065475775676","2026-06-05T03:35:40.000Z","1","0"
"https://www.facebook.com/share/p/1Ewe6gMpxb/","1520431182824544","A Man with zero haters 🤣","Abishek Bishwakarma","https://www.facebook.com/xuchhekto.moh.5","2026-06-05T04:06:58.000Z","7","0"
"https://www.facebook.com/share/p/1Ewe6gMpxb/","2127334217999093","What if their children started it in a reverse way 😀😀?","Manish Bidari","https://www.facebook.com/manish.bidari1","2026-06-05T12:00:27.000Z","1","1"
"https://www.facebook.com/share/p/1Ewe6gMpxb/","1656995345602488","कौन है ये लोग?😅","अनिल सिंह राजवंशी","https://www.facebook.com/anil.rajbanshi.796","2026-06-05T03:07:28.000Z","0","2"
"https://www.facebook.com/share/p/1Ewe6gMpxb/","1660951078288244","Bhai alag hi level ka banda hai 😁😂","Being Sû Ré Ñn","https://www.facebook.com/being.su.re.nn","2026-06-05T03:09:45.000Z","4","0"
"https://www.facebook.com/share/p/1Ewe6gMpxb/","1686684049193119","Trying to get Gen Z  in yemale gang 😂 what a ninja technique","Dipa Poudel","https://www.facebook.com/deepa.poudel.33483","2026-06-05T10:40:44.000Z","0","0"
"https://www.facebook.com/share/p/1Ewe6gMpxb/","1327370105997884","It’s like Aab ki baar family sarcaar 🤣🤣","Bhupen Karki","https://www.facebook.com/profile.php?id=100004366992218","2026-06-05T08:20:46.000Z","0","0"
"https://www.facebook.com/share/p/1Ewe6gMpxb/","4433132390348204","ऐमाले be like aap kaha the gyani baba 🤣🤣🤣","Gaurav Joshi","https://www.facebook.com/gaurav.joshi.537155","2026-06-05T03:43:37.000Z","2","0"
"https://www.facebook.com/share/p/1Ewe6gMpxb/","1303912605187750","Saroj Khati Chettri sab kattar xn 🤣","Shekhar Bam","https://www.facebook.com/shekhar.bam.9","2026-06-05T04:21:34.000Z","3","1"
"https://www.facebook.com/share/p/1Ewe6gMpxb/","1506747567897121","Khailey bata ho aviyan fere😆😆","Bishal Regmi","https://www.facebook.com/profile.php?id=100025062909708","2026-06-05T03:36:24.000Z","1","1"
"https://www.facebook.com/share/p/1Ewe6gMpxb/","1728454931644164","मतलब वो अलग हि लेभलका बन्धा हे😂🤣","Puspalal Khanal","https://www.facebook.com/puspalal.khanal.2025","2026-06-05T05:06:31.000Z","2","0"
"https://www.facebook.com/share/p/1Ewe6gMpxb/","1722225342526518","Bro thinks he is a gunslinger ..","Samrat Adhikari","https://www.facebook.com/samrat.adhikari.169","2026-06-05T04:55:55.000Z","0","0"
"https://www.facebook.com/share/p/1Ewe6gMpxb/","2312343505970775","Men with most haters 🤣🤣","Siddhant Bhattrai","https://www.facebook.com/luckey.hemant","2026-06-05T05:34:02.000Z","0","1"
"https://www.facebook.com/share/p/1Ewe6gMpxb/","1258337999706902","Bilkul nahi jaenge🤣🤣","Ray Nuka Khadka","https://www.facebook.com/renuka.khadka.7965","2026-06-05T15:13:14.000Z","0","0"
"https://www.facebook.com/share/p/1Ewe6gMpxb/","1549882743427229","मेरा बाउ आमाले यस्ता बकमफुसे कुरा गरे भने   म घर छोडेर हिड्दिन्छु actually","Dinesh Thapa","https://www.facebook.com/dinesh.thapa.724696","2026-06-05T02:56:22.000Z","48","0"
"https://www.facebook.com/share/p/1Ewe6gMpxb/","2132293874005383","Bhaguwan 😆","Tek Thapa Magar","https://www.facebook.com/tek.akon","2026-06-05T03:33:08.000Z","1","0"
"https://www.facebook.com/share/p/1Ewe6gMpxb/","971416999098494","वो अलग हि लेबल का बन्दा था 😂","Nawin Zung Chettri","https://www.facebook.com/xeetri.nabin.1","2026-06-05T09:57:13.000Z","1","0"
"https://www.facebook.com/share/p/1Ewe6gMpxb/","1652244002655022","मतलब वो अलगै लेभलका बन्दा था 😂😂","Avii Jung Singh","https://www.facebook.com/AviiNash005","2026-06-05T07:36:00.000Z","0","0"
"https://www.facebook.com/share/p/1Ewe6gMpxb/","2586519151764597","Itne bure dinn 😂","Nirajan Sah","https://www.facebook.com/nirajan.sah.5203","2026-06-05T03:01:02.000Z","6","0"
"https://www.facebook.com/share/p/1Ewe6gMpxb/","1321485502783446","डिप्रेशन 🤣🧐","Yubraj Chetry","https://www.facebook.com/yubraj.katwal.102","2026-06-05T06:04:56.000Z","0","0"
"https://www.facebook.com/share/p/1Ewe6gMpxb/","2511812949238789","रस्सि जल गै, लेकिन बल नहि गया। अरे वा 🤣🤣🤣","Shreedhar Dhital","https://www.facebook.com/shreedhar.dhital.5","2026-06-05T05:11:19.000Z","0","0"
"https://www.facebook.com/share/p/1Ewe6gMpxb/","2578511932620666","Jabarjastii xaah 🫢🤣🤣","Rod An","https://www.facebook.com/neplies.boymo","2026-06-05T04:16:58.000Z","0","0"
"https://www.facebook.com/share/p/1Ewe6gMpxb/","2376516886203735","हुन्छ हुन्छ त्यसपछि फेरि आन्दोलन गर्न लगाउनुस है 😂😂","Bibash Basnet","https://www.facebook.com/bibash.basnet1","2026-06-05T03:32:45.000Z","32","1"
"https://www.facebook.com/share/p/1Ewe6gMpxb/","1001409475634444","एमाले भनेर थाहा पाए भने  म कुनै साथि सम्बन्ध मित्रता जोड्दिन ।","Bikash Katuwal","https://www.facebook.com/bikash.katuwal11","2026-06-05T04:02:54.000Z","29","0"
"https://www.facebook.com/share/p/1Ewe6gMpxb/","2733466967039382","मेरो शाखा सन्तान,  बाचुन्जेल अराजक  उग्रवादी कम्युनिस्ट बनाउन्न।","A.K. Khadka","https://www.facebook.com/a.k.khadka.886474","2026-06-05T02:59:43.000Z","27","0"
"https://www.facebook.com/share/p/1Ewe6gMpxb/","990147107136315","आफुले छोराछोरी पाउन नसक्ने अरुका छोराछोरी लाइ यस्तो पार्टिमा लगाएर बिगार्न खोज्ने तिमिहरु आफुलाइ के सोच्छौ अझै नि जेन्जि हत्यारा सरकारको पुर्व प्रधानमन्त्री !","Damodar Giri","https://www.facebook.com/damodar.giri01","2026-06-05T03:33:34.000Z","22","2"
"https://www.facebook.com/share/p/1Ewe6gMpxb/","1640663297047476","Me Gali nahi de sakta family wale dekhte hein 🤣DPen BasnetSam Shrestha","सुनिल कटवाल","https://www.facebook.com/sunil.katuwal.315","2026-06-05T10:20:20.000Z","1","1"
"https://www.facebook.com/share/p/1Ewe6gMpxb/","1005236922443015","Duniya bhari ko memes comment ma x 🤣😄 isko dikkat kya hai","Gaurav Mishra","https://www.facebook.com/gaurav.mishra.801817","2026-06-05T16:53:06.000Z","0","0"
"https://www.facebook.com/share/p/1Ewe6gMpxb/","4322223001358875","Networking business jastai ek karyakarta le 3 jana karyakarta banaunu parne niyam cha re 😆😆😆","Aashish Thapa Magar","https://www.facebook.com/aascs.thapa","2026-06-05T05:24:59.000Z","1","0"
"https://www.facebook.com/share/p/1Ewe6gMpxb/","884863183864768","Monica Monu la badbhai xa😅","Hem Raj Bhatt","https://www.facebook.com/hem.mu.14","2026-06-05T04:00:11.000Z","0","0"
"https://www.facebook.com/share/p/1Ewe6gMpxb/","2105362993748084","The last move of survival🥴","Chakra Magar","https://www.facebook.com/profile.php?id=100012613265024","2026-06-05T07:21:18.000Z","0","0"
"https://www.facebook.com/share/p/1Ewe6gMpxb/","1212298391961173","Bau jati nai gayab vayo ab chora chori ka bat aaune ho 😂","Boris Khan","https://www.facebook.com/boris.khan.632511","2026-06-05T03:01:26.000Z","0","1"
"https://www.facebook.com/share/p/1Ewe6gMpxb/","1046631328318882","Are you comedy 🤣🤣🤣
खुलित्ता पर्यो काई🤣🤣🤣","Sundar Chalise","https://www.facebook.com/sundarchalise79","2026-06-05T08:35:24.000Z","3","0"
"https://www.facebook.com/share/p/1Ewe6gMpxb/","2421402651662675","Janmine bittikai party sadasyata card diye bhaigo ni!","Adarsh S Chhetri","https://www.facebook.com/profile.php?id=100005846082340","2026-06-05T03:25:08.000Z","4","0"
"https://www.facebook.com/share/p/1Ewe6gMpxb/","2047093752831251","२०८८ मा फेरि जितौला भन्ने दाउ होला अब हरि शरणम भन्ने बेला भैस्क्यो त्यसमाथि छोरा छोरीले के सहि के गलत छुटाउन सक्ने छन हावाको भरमा यहा बस उहा बस भनेर बस्ने वाला छैनन !","सागर अधिकारी","https://www.facebook.com/sagar.adhikari.18400700","2026-06-05T05:45:33.000Z","9","2"
"https://www.facebook.com/share/p/1Ewe6gMpxb/","1343348051051601","That means, this guy was on different level🫪😆","Aryal Anmol","https://www.facebook.com/aryal.anmol.7","2026-06-05T23:04:12.000Z","0","0"
"https://www.facebook.com/share/p/1Ewe6gMpxb/","1011959751362089","यो नमरेसम्म देशले शान्ति पाउँदैन।","Prâã Kâsh Adhikãry","https://www.facebook.com/profile.php?id=100004828231737","2026-06-05T02:56:40.000Z","10","0"
"https://www.facebook.com/share/p/1Ewe6gMpxb/","1318286707125490","बाउ ले एमालेमा लाग  अब भनेर भन्ने भने घर निकाला गरिन्छ 🤣 बाउ लाई एमाले त्याग्न लगाउने मै हो । 😃","Ganesh Dawadi","https://www.facebook.com/ganesh.dawadi.9","2026-06-05T03:15:20.000Z","10","0"
"https://www.facebook.com/share/p/1Ewe6gMpxb/","1535870098236698","Bro still thinks he is the main character 🤣🤣🤣","Be Beck","https://www.facebook.com/bro.bibek","2026-06-05T05:41:13.000Z","5","0"
"https://www.facebook.com/share/p/1Ewe6gMpxb/","1506088387651711","Baru afno ghar xodinxa, parents xodinxa tara Timi haru tira laginna🤣😅","Rajan Joshi","https://www.facebook.com/rajan.joshi.505197","2026-06-05T02:56:58.000Z","8","0"
"https://www.facebook.com/share/p/1Ewe6gMpxb/","2038871407056554","अब अरुले पत्याय पो 🤗","Bhanu Kiran Dhungana","https://www.facebook.com/profile.php?id=100002735414048","2026-06-05T02:56:01.000Z","7","0"
"https://www.facebook.com/share/p/1Ewe6gMpxb/","2638320499920896","जसको आफ्नै सन्तान छैन त्यसले अभियान चलाउने पहिला हर्के छोरा बाट सुरु गरौं हो","हाम्रो नेपाल","https://www.facebook.com/people/%E0%A4%B9%E0%A4%BE%E0%A4%AE%E0%A5%8D%E0%A4%B0%E0%A5%8B-%E0%A4%A8%E0%A5%87%E0%A4%AA%E0%A4%BE%E0%A4%B2/100064933320403/","2026-06-05T02:58:16.000Z","16","1"
"https://www.facebook.com/share/p/1Ewe6gMpxb/","2776940612641767","केपी बा, अब त नसक्ने भो।🤔🤔
देशका लाखौं युवाहरू राम्रो शिक्षा, रोजगारी र अवसरको खोजीमा विदेशिन बाध्य भइरहेका छन्। गाउँहरू रित्तिँदै छन्, परिवारहरू टुट्दै छन्, अनि युवाहरूको मुख्य चिन्ता आफ्नो भविष्य कसरी बनाउने भन्ने छ। यस्तो समयमा छोराछोरीलाई पार्टी संगठनमा आबद्ध गराउने अभियानको कुरा सुन्दा प्राथमिकता नै उल्टो दिशातिर गएको जस्तो लाग्छ।
राजनीति समाजसेवाको माध्यम हुन सक्छ, तर त्यो स्वतन्त्र सोच र व्यक्तिगत रोजाइबाट आउनुपर्छ। कुनै पनि दलको भविष्य बचाउन भन्दा पहिले देशका युवाहरूको भविष्य सुरक्षित बनाउनु आवश्यक छ। छोराछोरीलाई पार्टीको झण्डा बोक्न सिकाउनु भन्दा उनीहरूलाई ज्ञान, सीप, अवसर र आत्मनिर्भर बन्ने वातावरण दिनु अझ ठूलो योगदान हुनेछ।
राजनीति सिकाउन सकिन्छ, तर राजनीतिक आस्था थोपर्न मिल्दैन। नयाँ पुस्तालाई कुनै दलको अनुयायी होइन, स्वतन्त्र सोच राख्ने जिम्मेवार नागरिक बन्न दिने समय आएको छ।
🇳🇵🇳🇵जय नेपाल🇳🇵🇳🇵","Asmita Pun","https://www.facebook.com/asmita.pun.750753","2026-06-05T04:04:38.000Z","5","0"
"https://www.facebook.com/share/p/1Ewe6gMpxb/","1717758796063532","Pheri nepokids 😀","रबिन रिजाल","https://www.facebook.com/profile.php?id=100026315190851","2026-06-05T02:55:25.000Z","2","1"
"https://www.facebook.com/share/p/1Ewe6gMpxb/","1350072607235831","अन्तिम उपाय यहि हाे 😂🤣 ।।राम्रो काम गरेकोे हुनु नै पर्याे नि 🙄🙄
राम्रो काम गरेर छाेराछाेरि लाई आबद्ध गर्ने हिम्मत त छैन 🙄🙄 पार्टीमा आबद्ध गराउदै मा भाेट हाल्ने जस्तो फेरि 😏😏😏","SuraXya Lamichhane","https://www.facebook.com/suraxya.lamichhane","2026-06-05T05:18:03.000Z","1","0"
"https://www.facebook.com/share/p/1Ewe6gMpxb/","985447451024580","आप्पै ।","Jay Bhattarai","https://www.facebook.com/itsyaj","2026-06-05T03:12:53.000Z","1","0"
"https://www.facebook.com/share/p/1Ewe6gMpxb/","3570561009776558","लगे रहो।।।","Bibek Gupta","https://www.facebook.com/bibek.gupta.102625","2026-06-05T03:13:34.000Z","0","0"
"https://www.facebook.com/share/p/1Ewe6gMpxb/","2051870338740151","https://www.facebook.com/share/r/1DtP9MhmKK/?अन्तत हर्क नि जाने भय मामाघर😄","Laugh Factory Nepal","https://www.facebook.com/laugh8848","2026-06-05T03:06:05.000Z","0","0"
"https://www.facebook.com/share/p/1Ewe6gMpxb/","1597458248462742","अरुले त आफ्नो छोराछोरी बनाउने भए यो नपुंसकले के बनाउने हो🤣🤣","सयोगी नेपाल /Sayogi Nepal","https://www.facebook.com/people/%E0%A4%B8%E0%A4%AF%E0%A5%8B%E0%A4%97%E0%A5%80-%E0%A4%A8%E0%A5%87%E0%A4%AA%E0%A4%BE%E0%A4%B2-Sayogi-Nepal/100083777716307/","2026-06-05T15:37:20.000Z","0","0"
"https://www.facebook.com/share/p/1Ewe6gMpxb/","27194460063547334","Once Red said “ Hope is a dangerous thing. Hope can drive a man insane “ Hence proved .😭🤣","Sanu Maya","https://www.facebook.com/people/Sanu-Maya/pfbid02gbhjJLwk9gnD2AQcirFmq21nhLA35nCbJxbtzCG3Rb8pqULLcNZiEs9sXPovHMK4l/","2026-06-05T03:12:41.000Z","1","0"
"https://www.facebook.com/share/p/1Ewe6gMpxb/","988449513907316","आवद्ध नै छै भोट त अब हेरैला!!!","Naran Ghimire","https://www.facebook.com/naran.ghimire.325039","2026-06-05T04:17:47.000Z","0","0"
"https://www.facebook.com/share/p/1Ewe6gMpxb/","4349852018678359","Bhane paxi gharka xora xori ghanti tir lageka hoon hari bojik","Tanka Prasad Ganesh","https://www.facebook.com/tankaprasadg","2026-06-05T03:59:31.000Z","0","0"
"https://www.facebook.com/share/p/1Ewe6gMpxb/","1009532751479735","अन्तिम अस्त्र यहि बाकि थ्यो अब😂😂","Dharma Raj Khakurel","https://www.facebook.com/dharmaraaj.khakurel","2026-06-05T03:32:26.000Z","0","0"
"https://www.facebook.com/share/p/1Ewe6gMpxb/","924406980614988","ईरानका 2/4 ओटा मिसाइल इसको माथीं खासे पनी हूँनथींयो नी किड़नी चोर","गौतम बुद्ध","https://www.facebook.com/people/%E0%A4%97%E0%A5%8C%E0%A4%A4%E0%A4%AE-%E0%A4%AC%E0%A5%81%E0%A4%A6%E0%A5%8D%E0%A4%A7/100081507551134/","2026-06-05T02:59:14.000Z","0","0"
"https://www.facebook.com/share/p/1Ewe6gMpxb/","1231900532213019","Thukka haribijog 😩🫠","Anjal Dhungel","https://www.facebook.com/pfbid02JbURqy7TDvZ7rnWb6CiDjYAh8x3Z9MgAjaV6FKFS3uqKEq2mBv65zho3ejiwPCHRl","2026-06-05T03:58:55.000Z","0","0"
"https://www.facebook.com/share/p/1Ewe6gMpxb/","1373361848091294","J hos kp baa lya bela bela gajabko majak garxan🤣🤣🤣🤣","Jamuna Giri","https://www.facebook.com/bina.giri.7773","2026-06-05T03:09:10.000Z","0","0"
"https://www.facebook.com/share/p/1Ewe6gMpxb/","1001183845730103","Aba yahi baki thiyo chor haru","ShEn D Saud","https://www.facebook.com/dnesh.saud.16","2026-06-05T03:03:38.000Z","0","0"
